epoch,loss,val_loss,rmse,val_rmse
0,0.09349006715302284,0.10965951775868366,13.916712687565731,15.89312176361438
1,0.03047979908778255,0.07174995681595084,8.231569954625945,12.854288765006718
2,0.028128159174084066,0.046929330887000686,7.907970846745005,10.3940505494651
3,0.026114363904883687,0.044214797631908734,7.439015993199551,10.089020443626456
4,0.01967746792897993,0.055916711999202826,6.59227374442538,11.34738949114098
5,0.017236416342488507,0.0271883739024539,6.187310613187632,7.9102500950930565
6,0.01672863639088203,0.022827381760815457,6.0657193547203425,7.247339742089646
7,0.012797996079675238,0.012948993143999383,5.335572267833509,5.457512407457745
8,0.013743197428702112,0.018375540433101478,5.579656808896172,6.502513887710748
9,0.011330606686628253,0.008164771676945161,5.0789103866519785,4.332969000610564
10,0.009259918545907303,0.017664748514092714,4.593724652340538,6.375025769120856
11,0.009286997146568353,0.005056198058636933,4.581853321620396,3.4083000081321204
12,0.008274824858029235,0.008347833918066146,4.3557300495922116,4.3809558122727825
13,0.0074107268169279535,0.004336916078789605,4.110834475447958,3.1544315178820264
14,0.0073102723377255294,0.004633070992872015,4.064058432212243,3.2621975459521444
15,0.0063429816245547214,0.003546368819067207,3.7906241285472286,2.856319046352413
16,0.005663529658143906,0.004094804033178949,3.5857810555842886,3.0673160630423064
17,0.0054440050733679515,0.004142147953472945,3.531747373423182,3.0831263823188375
18,0.005037184933055762,0.0033832898475834776,3.404372581563199,2.7889485680033603
19,0.004768002937013344,0.003042759036692832,3.309426958997148,2.6419030286873024
20,0.004341812167120607,0.0033518495292050587,3.1486625731140747,2.7766482155173673
21,0.00448754713065306,0.0028448487219255927,3.200302472986972,2.557870521346267
22,0.004302912409228266,0.0030763553911409493,3.119639106262895,2.659473633821492
23,0.004130202161152859,0.0027179625414726766,3.0629850479594447,2.4975306606071452
24,0.003841990215195002,0.003097416926499482,2.964054935259329,2.668464083129458
25,0.004026797757645075,0.0023907935992315446,3.034949927700492,2.3441489168773395
26,0.0040414790753601935,0.002428320437462313,3.0264979699500523,2.3622391550280932
27,0.003511000171369105,0.0033435577017810465,2.842058901798755,2.770996714412751
28,0.0034025284425856974,0.0031671422358662787,2.7951419903681827,2.696620669553009
29,0.003658747876455125,0.0023151764672102618,2.8748003366895785,2.3068770040215583
30,0.002944698211804667,0.002486500463377157,2.598453224153447,2.391595935047088
31,0.003456865764108666,0.0022743191551676412,2.7917152204011617,2.28730854744701
32,0.003556881134367938,0.0028791209767095034,2.845466067020158,2.5730603006765627
33,0.003042694805586771,0.0023686112403835057,2.641311538548099,2.3323694934977732
34,0.003586032812980781,0.0021991888239435214,2.863928059288732,2.2491311883151948
35,0.0031638744936084238,0.0019717655844744423,2.6864996111781374,2.1297338794389624
36,0.002884521467709228,0.0021521342867497017,2.5732584525469253,2.2256867293691966
37,0.0030856974362243983,0.001840507698606207,2.6562484111403464,2.0563566668127637
38,0.002954747307261354,0.002153766081126065,2.6000357211980605,2.2262211648051533
39,0.002772842127745761,0.0025731873581847156,2.5181229586589304,2.433466891401605
40,0.0028110531661752845,0.002061907616346694,2.531652795342276,2.1777034961983666
41,0.0031654224258364366,0.0020890500603930858,2.671744828236133,2.1887310574613426
42,0.0029432263153676805,0.002524871126318614,2.5991422213040867,2.4090899331387123
43,0.002905344609217835,0.002130995216085781,2.576455586536188,2.213820715791388
44,0.002849702048757321,0.0018595190407608888,2.5554937228821872,2.0679314457346836
45,0.0025470636745349956,0.0020106024143400573,2.4173326115859184,2.149154107144703
46,0.0026432261848938943,0.001692570936099006,2.4623627818019167,1.9716542049239794
47,0.002628001625437224,0.0018699593937106585,2.451148711947869,2.0743968912730915
48,0.0026455932339994157,0.002362908362227291,2.4632530756164015,2.3317831785109093
49,0.002403743136183996,0.002397485484699708,2.341708551373398,2.3484923236607953
50,0.002678206881372851,0.002416003679666504,2.4732526292777,2.358199294371284
51,0.002568986172026915,0.0019186751775469484,2.4168003334437396,2.101280263847652
52,0.002588130287443262,0.0025717274020069436,2.4318460438185765,2.433304328652933
53,0.002374447247288878,0.0025524180344675437,2.331117732184274,2.421798350916108
54,0.002617253834103937,0.0014497098097525831,2.4364763578974213,1.8252740962875968
55,0.002544696413022571,0.0020514495439585426,2.4079860660964085,2.1711787574529096
56,0.002385764866350935,0.002313448551592791,2.33672127356896,2.3070998584588
57,0.0022145662827879413,0.0015962133076033293,2.2561285692946353,1.9152029783155968
58,0.002348445555169537,0.0018590355671190262,2.318257034273076,2.0665629092612567
59,0.0024184966757473418,0.002242703996101727,2.334008963185743,2.2720987177227046
60,0.0021482180631287712,0.0018426586756063517,2.2156368634455785,2.0592116308322916
61,0.002344060513274954,0.0017678122016711467,2.318006459334142,2.016369998316754
62,0.0024364966850139594,0.0017448952140636622,2.345763735305098,2.003346462537407
63,0.002036735533624607,0.0020905207419063543,2.1513039749069023,2.193425523709255
64,0.0022219572400669556,0.0019281790753839464,2.2583641049855934,2.1060447864355454
65,0.0021588649171262156,0.002278430753640329,2.2286658370703982,2.2892326639312603
66,0.0023098754005642015,0.001611217740532054,2.2980369912054304,1.9250288800684316
67,0.0020923649502409282,0.001384041239961273,2.1916114788007617,1.7842786826556354
68,0.002158352887528694,0.0016396093587963702,2.2211950369048536,1.940933642973756
69,0.002175284122445978,0.0019501620399054753,2.228794583103113,2.1166669138622947
70,0.002040351123119203,0.001517524759624404,2.162486883310171,1.8681538508828996
71,0.0023173703426929344,0.0013755023994822305,2.3025929584240257,1.7775907997742053
72,0.001985068964879297,0.0014841044035344762,2.137277391022608,1.8469129952919732
73,0.002244764834205926,0.0011453012316736226,2.2565057199999203,1.6226936033872883
74,0.002103833535354687,0.0013342309897666118,2.184049292017045,1.7510535777859788
75,0.0020296138283542185,0.0017907889141202007,2.1517372684072433,2.0288853811277314
76,0.0019735479721552074,0.0014622377770846999,2.122407961608772,1.832507472580381
77,0.0019858791160264184,0.001528225251929424,2.136219160897391,1.8746371545813754
78,0.0020302980391303997,0.0014454862659282791,2.156582302318181,1.820564584499722
79,0.0020130111565720057,0.0014963892797384144,2.147190599214463,1.8556292300434511
80,0.001992165372429187,0.0014033324129473237,2.136230447238549,1.7958598363703753
81,0.001717636845469064,0.0016321942983778613,1.9849013445670145,1.9373603353920779
82,0.002093663357459662,0.0011715171891080946,2.1898551865627893,1.63981964527316
83,0.001901426951851425,0.0013276813081800592,2.079842850379179,1.7461867091827215
84,0.0019062251354066224,0.0016083080746155673,2.083936727963961,1.922613658373981
85,0.0019902837924299795,0.0014007686080385147,2.1388928639261344,1.7937112822610097
86,0.001766492234528961,0.0014675324788131251,2.013698857529719,1.8352853731876737
87,0.0019191437538591842,0.0014460463470643227,2.0980875067842337,1.8220346217365664
88,0.0017231740786887724,0.0015525759992961125,1.9900079096170296,1.8890160922384593
89,0.0018733970215193984,0.0013705578604561823,2.06670632099448,1.7743808531705851
90,0.0017525740703077692,0.0018579196865538571,2.0039968209756647,2.0654613158542428
91,0.0019550074795191,0.0013940036286040276,2.1122429950494217,1.790254113015885
92,0.0017801362076974975,0.0016061005073441776,2.0169188079977394,1.9213926078548564
93,0.0016863037876430013,0.001392342938648282,1.966689596200049,1.7884807556245277
94,0.001940326207319746,0.0011408687474664188,2.105996529261271,1.6190648195085282
95,0.0016550208934417046,0.0012144040475165138,1.9434137989703875,1.669779658317566
96,0.001767881166768776,0.0011377538783419576,2.0045004754436944,1.6161618055710936
97,0.0017602052472480445,0.0014002625538757948,2.0079564588111745,1.7935168690581886
98,0.0017134876868042808,0.0013926216269348447,1.9794259713246272,1.789912567337815
99,0.0016984420677969105,0.0018816253185496945,1.971122139976138,2.080086375057282
100,0.0016902670542006952,0.0014526106834761678,1.958872099568073,1.8272453333551535
101,0.0017786571087273664,0.0013391370377276448,2.0203790676623656,1.754941873373399
102,0.0015458924851069848,0.0020752690155534485,1.8817896370899707,2.186076137140013
103,0.0018196726879595143,0.0011499110315418574,2.037571936322932,1.6250181245140023
104,0.0017790576918073988,0.0014796680119860996,2.020819386742766,1.8444259222035064
105,0.001523255305201338,0.0012440281226504984,1.8679792175914411,1.6900691554607206
106,0.0018971093651957642,0.0019049057504702403,2.0826960255328872,2.093307616262591
107,0.0016570179574401643,0.0012181221154732348,1.947567467701465,1.6710770628015292
108,0.0017511712084932807,0.0012465793676695975,2.0022136782643787,1.6930719561477272
109,0.0015280135687823432,0.0014087775989009928,1.8686847743533908,1.7999485241564686
110,0.0017923251142197831,0.001279217597008564,2.019961304234383,1.71522520810988
111,0.0016785286067002325,0.001571518172922689,1.9570418485722745,1.899626522219098
112,0.0015488424374220462,0.0015598995883337582,1.8868277623103216,1.8942520159303173
113,0.0015530523381319672,0.001522508232687922,1.8887740077829003,1.8717800331779533
114,0.0018097697558782453,0.0013208717865147682,2.037399030867077,1.7417953639461934
115,0.0016465396048468456,0.0013350116711848884,1.9426243962500627,1.752877461384731
116,0.0015335124362969683,0.001277706718986331,1.8615625538025284,1.712882581277126
117,0.0013983109274430944,0.0017616004775453298,1.7888496785534354,2.0134404126010197
118,0.0016409932900649637,0.0011637020392101388,1.937991253714215,1.6356104493417762
119,0.0015841739871924308,0.001199631901779871,1.8958790451661687,1.6594593834711062
120,0.0015193575501259893,0.0016307785975792188,1.8655938172997688,1.9370781617485453
121,0.0016612115253071139,0.0011926750472061802,1.9456325539371424,1.6531019725268512
122,0.0014644027652597068,0.001743568355982514,1.8315954417513127,2.0034652597113163
123,0.0017256679563061859,0.0012310821308566392,1.988960347976302,1.6813761242027903
124,0.0013583107874203556,0.0013579047101889056,1.7662843080391561,1.7638139619628128
125,0.0015738037205359579,0.0014399488725571994,1.8943069306830116,1.8183984388608114
126,0.0015485559303600055,0.0013605726422556176,1.8813930658193736,1.76804647506528
127,0.0016028132898859063,0.0016484643033383686,1.9153013169616087,1.9469239175181379
128,0.0014457664245921642,0.0012758489451835714,1.8203106688377553,1.711143267956798
129,0.0017035073544690036,0.0011301885143985536,1.9702991528021063,1.6111038422639852
130,0.0014818166435128987,0.0013421352776069964,1.8403614944682682,1.7555100262303363
131,0.0014864217926442325,0.0011774768832457315,1.8466341513440125,1.6431147717544485
132,0.0014696441804359953,0.0012365264967710574,1.8369896358117126,1.6847978788849372
133,0.0015192807437315172,0.0011503356128062386,1.8655819462654286,1.6257499829799007
134,0.00166558780395811,0.0012701271521035591,1.9536582975459278,1.7069454345238457
135,0.0014345573280636866,0.0013132042536758352,1.814233392103573,1.7377556667527023
136,0.0015603176675232729,0.0011544038272590276,1.8815794752952748,1.6289269041849124
137,0.0014881767970941642,0.0011912809007989108,1.8450581346239363,1.6531483656845625
138,0.0015485274802687996,0.0010608387343896653,1.8648218914380945,1.5579612968692647
139,0.0014156019729433726,0.0011809396810328323,1.8000243785686063,1.6459786626413084
140,0.0015086670621083332,0.0011276351822769213,1.8550816682668834,1.6078183355021642
141,0.0014548789363186387,0.0012709248282680864,1.819704494380712,1.7096293553398823
142,0.0015008081927111274,0.0012130295569314827,1.846992155961823,1.6683572035654515
143,0.0014616122424373763,0.0012548716631858435,1.8242309117376954,1.6985915116533603
144,0.0014295794751336402,0.001425162846386744,1.8097694075495976,1.8090922683131667
145,0.0014076673324782412,0.0014391947025001015,1.7898659741968141,1.8182088753463497
146,0.0013795995823385422,0.0011380613538957355,1.777061903387084,1.615296956557962
147,0.0013340554651769256,0.0010597543291782144,1.749725818036493,1.558973257060394
148,0.0014373164984017126,0.0016616964021269793,1.8051469529182989,1.9548210621986477
149,0.0013997790194758422,0.0011329942352080117,1.7878173108686481,1.6123296069435067
150,0.0014961851748490804,0.0011891588609743422,1.8460841220721864,1.6533004435475078
151,0.0013145101040760452,0.001077881125028822,1.7367174377417505,1.5710113267057733
152,0.001466649319838854,0.0011652542927503378,1.8258970602413167,1.6346378273864357
153,0.001354349059937405,0.0010789435859521086,1.762543505594545,1.570183966939798
154,0.001476143065911646,0.0011327260151168378,1.8343519614293025,1.6115072003096826
155,0.0012159501651726793,0.0011747446788470596,1.668882033579929,1.6424804065730898
156,0.0015106343420311099,0.0011884903074987664,1.8590190766150492,1.6502505709566262
157,0.0013706156275559561,0.0009781588681945425,1.7716883202842004,1.497752931444385
158,0.0012510416155125487,0.0017484015560430193,1.692816794366765,2.0052814992563905
159,0.0013881573994191164,0.0011889057918916307,1.7772793984950934,1.652650910574433
160,0.001330558539725336,0.0012767673118943197,1.7477823845425944,1.7131082735039518
161,0.0013850696996451919,0.0016098448673366912,1.7796869242101683,1.9248138740831628
162,0.0013338283035801467,0.0012783067519160684,1.7450575207110335,1.7143277599197528
163,0.0014189183426073246,0.001092803185879147,1.8044072198389765,1.5842754929358887
164,0.0012489133158507279,0.0011203659184086904,1.691090336718356,1.6051307905577727
165,0.0013579856283393195,0.0014440708760206703,1.763661009028442,1.8206324007560926
166,0.001312836294790688,0.0008783162312999178,1.734324664400335,1.4192533163902654
167,0.0013880873576593224,0.0010535385321367645,1.7810146987886357,1.5550859306362002
168,0.0012490315532956559,0.0012681952487513112,1.690842628479004,1.7064899897630696
169,0.0012867066747786705,0.000924171969022282,1.719481489114594,1.4574096249870248
170,0.0015104691645907785,0.001197820383484914,1.8429882161898123,1.6589115540002173
171,0.0012439101039289607,0.0011359179052664724,1.6895769945063388,1.6152505202525729
172,0.0013387460252246761,0.0009697591135032008,1.7483430500317336,1.491586038518671
173,0.0012513929251511406,0.0010357028456283797,1.6949753414718132,1.5426511371771863
174,0.0013650632323347089,0.0012719085801440333,1.7637971576891447,1.710397039378049
175,0.0012300178728983703,0.0012129234979815107,1.6793654012799561,1.6683519528249577
176,0.0013541191029140638,0.0011656040694724484,1.7614761596933044,1.6354859256965655
177,0.0013347892236562078,0.0011315314837119902,1.7497388946083854,1.612234657159261
178,0.001281676850431041,0.000989884363374999,1.7171851130655236,1.5070464749347305
179,0.0011673356583785442,0.0010710642597445755,1.638410646813854,1.5684703574656333
180,0.0013873067318011347,0.0009668156279903553,1.783204151873003,1.489870186748195
181,0.0012573333880759048,0.0011632520035060507,1.6949996016079323,1.6327318202038652
182,0.0012493671921010201,0.001269328927625567,1.6914947308026826,1.708461067792711
183,0.0011798490677962551,0.0011258975463852355,1.6446696227056938,1.6067772946059011
184,0.0013147372175311496,0.0009295308985153165,1.731904719407696,1.4610133530645526
185,0.0012288199141586578,0.0010788005656776668,1.6785477674694587,1.5732394111128805
